result,ordered_errors,score
False,28.0,0.00014194104
False,5.0,0.13546416
False,27.0,3.4838833e-12
False,312.0,9.029982e-07
False,189.0,0.0033405249
True,277.0,0.99999785
True,56.0,0.99894196
False,24.0,6.353364e-05
False,115.0,2.8363605e-09
False,362.0,0.005273116
False,153.0,0.0005598638
False,297.0,1.6515619e-13
True,217.0,0.83547693
False,41.0,0.0008771606
False,468.0,0.040525287
True,323.0,0.88544875
False,331.0,3.5768e-13
False,6.0,6.629862e-08
False,538.0,0.0005167728
False,915.0,1.0197374e-05
False,50.0,0.003288755
False,336.0,0.00025245256
False,491.0,6.653995e-07
False,587.0,1.4456852e-08
True,552.0,0.99986565
False,413.0,1.749774e-11
False,827.0,0.018799765
True,250.0,0.9999933
True,577.0,1.0
False,393.0,0.24875271
False,310.0,0.00063452084
False,454.0,1.5701014e-05
True,187.0,0.95564544
False,648.0,0.00020236296
True,947.0,0.90546197
False,536.0,0.00047992013
False,97.0,0.00058804685
False,313.0,1.7619018e-06
False,514.0,0.09051412
False,399.0,0.022784242
False,888.0,4.7626315e-07
True,817.0,0.999271
False,303.0,0.0042841095
False,396.0,0.020898344
False,152.0,0.009757284
False,902.0,0.000952297
False,450.0,0.0076764114
False,795.0,0.002932079
False,666.0,0.00015393067
False,977.0,3.3964745e-05
True,521.0,0.99875665
False,138.0,5.5152385e-09
True,523.0,0.9830104
False,853.0,0.0018848967
False,625.0,8.7371426e-08
False,221.0,0.00061382283
True,227.0,0.9999448
False,448.0,0.015509917
False,283.0,0.0056647407
False,302.0,0.009885034
False,106.0,0.000850039
False,96.0,0.013739278
False,780.0,4.280633e-06
False,570.0,0.025768751
False,792.0,0.00023897538
False,892.0,0.0011914478
False,748.0,0.27900192
False,916.0,0.017258324
False,728.0,0.4925914
True,222.0,0.97675884
False,72.0,1.599344e-05
False,532.0,0.16714716
True,416.0,0.9907252
False,695.0,0.0027409326
False,929.0,8.778786e-06
False,868.0,2.1201559e-07
False,100.0,0.00026624172
False,601.0,1.0827013e-05
False,861.0,0.09609635
False,643.0,0.05465121
False,428.0,7.708552e-06
False,158.0,0.0003526468
False,682.0,3.6553614e-05
False,368.0,0.030308468
False,415.0,0.00033588702
False,937.0,0.00543583
False,824.0,0.00012844543
False,495.0,0.0009348487
True,745.0,0.6511751
False,315.0,0.0052008023
False,334.0,0.0001636701
False,52.0,3.817813e-07
False,285.0,8.9941075e-11
False,409.0,0.010138122
False,706.0,6.291879e-07
False,289.0,6.525034e-08
True,125.0,0.99260664
True,544.0,0.9960783
False,530.0,0.00052012375
False,701.0,2.2971274e-07
True,69.0,0.98863775
False,405.0,0.15935507
False,732.0,0.0011294138
False,220.0,8.932216e-12
True,316.0,0.6126113
False,984.0,0.0016291088
True,422.0,0.9929894
False,182.0,3.298555e-09
False,463.0,5.4388015e-06
False,618.0,0.0017796853
False,658.0,1.9551451e-05
False,645.0,0.001602288
False,940.0,0.0061042304
False,568.0,0.0025133293
False,198.0,7.7171495e-07
True,699.0,0.99982554
True,359.0,0.6375309
True,772.0,0.78972393
False,993.0,0.00400395
False,737.0,0.0006931812
False,169.0,0.05801439
True,904.0,0.87613875
False,822.0,0.0016580785
False,32.0,0.0018949358
True,954.0,0.9468845
True,917.0,0.9817043
False,759.0,9.851644e-10
False,798.0,0.014202523
False,124.0,0.0016028633
False,522.0,0.0030283043
False,948.0,0.00034206707
False,486.0,0.0028302812
False,252.0,3.7322266e-07
False,147.0,0.002709107
False,876.0,0.005410994
False,959.0,0.0237857
False,818.0,6.248552e-05
False,355.0,0.034303892
True,955.0,0.9946807
False,895.0,2.896931e-06
False,769.0,0.004186643
False,968.0,0.0087415865
False,943.0,6.2713825e-06
False,34.0,0.0054031084
False,293.0,7.6295655e-06
False,304.0,0.017776795
False,15.0,0.00038713866
True,566.0,0.93639225
False,783.0,0.0009864739
False,121.0,1.5855972e-05
False,990.0,1.0479452e-07
False,731.0,0.00031051043
True,383.0,0.9953199
True,953.0,0.9996823
False,788.0,2.639082e-05
False,905.0,0.0008450912
False,878.0,0.00015988236
False,295.0,0.00012761951
True,12.0,0.98693454
False,784.0,0.00021477036
False,471.0,0.007653946
False,569.0,0.0010186863
False,660.0,0.009921467
False,524.0,0.03728303
False,850.0,4.64471e-05
False,972.0,0.0011791032
False,807.0,0.0022876083
False,117.0,0.026054462
False,494.0,0.06945195
True,593.0,0.95702624
False,251.0,0.00013420587
False,739.0,0.01112802
False,842.0,1.411959e-08
False,219.0,0.018940086
False,563.0,0.001034721
False,391.0,0.0068189413
False,200.0,0.0011213244
False,927.0,7.208365e-07
False,548.0,9.232413e-07
False,663.0,0.25268376
False,830.0,1.9447945e-07
False,742.0,2.5312966e-08
True,816.0,0.9745846
False,616.0,0.00035746678
False,387.0,0.01195764
False,88.0,0.00034886095
False,116.0,3.7049347e-07
True,810.0,0.9963793
False,877.0,0.0011572527
True,723.0,0.99998295
False,897.0,2.3603743e-06
False,104.0,0.002191328
False,672.0,0.002578182
False,654.0,3.1870118e-06
False,839.0,0.01638659
False,690.0,3.5363223e-06
False,891.0,0.0035392595
