result,ordered_errors,score
True,862.0,0.74612737
False,643.0,0.00047784863
False,406.0,0.00021633024
False,432.0,3.248122e-05
False,693.0,0.0008847863
False,127.0,0.027484817
False,691.0,0.00011947549
False,128.0,0.00022486057
False,753.0,0.0002505243
True,917.0,0.98519784
False,961.0,2.5868469e-05
False,189.0,0.00015759097
False,980.0,0.00015759097
False,641.0,1.2885296e-05
False,924.0,0.00061959616
False,723.0,0.000620808
True,846.0,0.98568904
False,849.0,8.3419366e-07
False,351.0,0.0031272382
False,820.0,0.00034443184
False,942.0,0.0029702869
False,911.0,0.00089063484
False,785.0,0.0010987511
False,286.0,8.127048e-05
False,436.0,0.0057875677
False,223.0,0.16190587
False,859.0,0.00020743147
True,506.0,0.5886511
False,721.0,0.00028972107
False,886.0,2.8046708e-05
True,912.0,0.98574847
False,30.0,2.6524326e-06
False,16.0,4.838153e-07
True,822.0,0.62088305
False,738.0,6.467382e-08
False,37.0,0.0003581709
False,667.0,0.0013303207
True,381.0,0.9855773
False,776.0,0.008987017
False,605.0,0.0009949228
False,52.0,0.00073433865
False,545.0,0.00023587367
False,264.0,1.5168401e-05
False,231.0,0.00014217418
False,96.0,0.00036675626
False,9.0,0.0003925689
False,372.0,0.00014390664
False,463.0,0.00042874392
False,419.0,9.267184e-06
False,150.0,0.00035801626
False,909.0,1.9701334e-05
False,471.0,0.00024744158
True,574.0,0.98546034
False,339.0,0.00045917544
False,694.0,0.0002949833
False,362.0,0.0001188725
True,677.0,0.88314056
False,598.0,3.7347757e-08
False,645.0,0.00030574627
False,282.0,0.010572653
False,175.0,0.006391579
False,157.0,0.040463597
False,654.0,0.0007448356
False,441.0,0.0011717908
False,395.0,0.00016811442
False,698.0,0.0006678559
True,232.0,0.98247844
False,72.0,0.00016546666
False,659.0,0.022407802
False,139.0,0.0007548595
False,526.0,2.6458276e-05
False,449.0,0.00016979677
True,453.0,0.98320264
False,66.0,0.00078752823
True,335.0,0.98091495
False,281.0,0.010572653
False,137.0,0.006200731
False,376.0,0.004229239
False,369.0,0.0014045346
True,74.0,0.9635735
False,492.0,0.007156064
False,423.0,0.004077288
False,146.0,0.0036609126
False,84.0,0.011365101
True,638.0,0.97994345
False,304.0,0.015153016
False,825.0,6.934545e-05
False,493.0,7.6295655e-06
False,536.0,0.00035295018
False,666.0,0.048835073
False,562.0,0.000109556626
False,724.0,0.006170007
True,538.0,0.54637575
True,719.0,0.61986464
False,302.0,0.2975847
False,728.0,0.060346805
True,609.0,0.9853233
False,306.0,0.0009114558
False,938.0,0.0001918302
False,952.0,0.005491605
False,850.0,0.00018343443
False,445.0,0.0002632022
False,307.0,1.8999085e-11
False,697.0,0.000946925
False,399.0,0.00029044042
False,500.0,0.0007875733
False,811.0,0.0015857631
False,324.0,0.000278276
False,462.0,0.030266885
False,79.0,0.004383373
False,396.0,0.00058546884
False,171.0,0.00026362258
False,271.0,0.0007054345
False,899.0,0.00011522394
False,615.0,0.000946925
False,549.0,0.0028529915
False,932.0,7.564412e-06
False,336.0,8.105555e-05
False,603.0,5.565039e-06
False,689.0,3.3506432e-05
False,320.0,2.4018198e-05
False,560.0,0.00034758414
False,988.0,0.00029407264
False,890.0,0.00011161689
False,583.0,0.0015824145
False,837.0,0.0006748822
True,197.0,0.8519532
True,361.0,0.98601574
True,910.0,0.98601323
False,556.0,0.015788052
False,56.0,0.00012153087
False,751.0,8.849115e-05
True,444.0,0.5758771
False,611.0,0.005423655
False,363.0,0.0005013429
False,429.0,0.019208783
False,183.0,0.20066682
True,467.0,0.98189557
False,126.0,0.0015995468
True,290.0,0.982927
False,269.0,0.0013384286
False,370.0,2.6396709e-05
False,789.0,0.0011093784
False,777.0,0.0917576
False,315.0,0.015487964
False,834.0,0.0075108013
True,608.0,0.9801016
False,394.0,0.0017724953
False,0.0,0.0035650472
False,400.0,0.10645647
True,945.0,0.98479676
False,323.0,0.0026621693
False,715.0,0.0067514167
False,461.0,0.0066637523
False,918.0,2.4323821e-05
False,748.0,0.001021656
False,606.0,0.00017954202
True,548.0,0.983658
False,33.0,0.0007759196
False,411.0,0.0005995064
False,647.0,0.00020045546
False,93.0,0.0014817445
False,868.0,0.0005530331
False,480.0,0.109682955
False,27.0,0.00687544
False,521.0,0.00066895824
False,275.0,1.0895085e-05
False,132.0,0.0007507081
False,885.0,0.002553329
False,458.0,0.0008901123
False,327.0,0.14083272
True,92.0,0.9544731
False,483.0,0.00017482649
False,371.0,1.8069646e-05
False,221.0,0.00076134
True,870.0,0.9837114
False,857.0,0.0017563875
False,858.0,0.0071067438
False,305.0,0.0007991735
False,680.0,0.0006476612
False,,0.00017686113
False,,0.00013700592
False,,0.0012088032
True,,0.8540873
False,,0.22645763
False,,0.25445294
False,,2.8884508e-06
False,,0.28146985
False,,7.008264e-05
True,,0.9859859
False,,0.0015297731
False,,0.0001207005
False,,0.0032699616
False,,7.376461e-06
False,,7.8981367e-07
False,,1.416963e-06
False,,0.00013462873
True,,0.91831183
False,,0.0003989472
False,,0.061599128
False,,0.02943447
False,,0.034371115
False,,0.31672865
False,,0.11522672
False,,0.0083737355
False,,0.00010860945
False,,5.9682197e-09
False,,0.0005634108
False,,0.0014059392
False,,0.0007522076
False,,0.004082624
False,,0.00015884887
False,,0.20985168
False,,0.0017517937
False,,0.001032684
False,,0.0025099877
False,,0.35585862
False,,0.001974676
False,,0.00021594303
False,,8.960916e-06
False,,0.00013842332
True,,0.5354495
False,,0.03011213
True,,0.98589075
False,,0.0009791651
False,,0.00020120243
False,,0.001408855
False,,5.2972133e-05
False,,0.000111302186
False,,0.015678119
False,,0.03749366
True,,0.98537725
True,,0.9833348
False,,6.6484135e-05
False,,0.00013303154
False,,0.0015709935
False,,1.0542625e-05
False,,1.0597117e-05
False,,6.5928936e-05
False,,7.695712e-05
False,,0.00018728405
False,,0.00043820697
False,,3.592603e-08
False,,2.5480835e-05
False,,4.0818148e-07
False,,7.150092e-05
False,,1.4118236e-06
False,,3.736486e-07
False,,4.5705157e-05
False,,0.0023177103
False,,3.815632e-06
False,,9.689867e-06
False,,3.791419e-05
False,,9.037411e-05
False,,6.562183e-05
False,,0.00027999174
False,,2.0072952e-05
False,,0.00047747185
False,,1.6119088e-07
False,,0.0005714325
False,,0.004891186
False,,0.00016142186
False,,0.00023011013
False,,0.00024248331
True,,0.9854429
False,,0.00020005942
False,,0.05927991
False,,8.633418e-05
False,,0.019774325
True,,0.8402208
False,,0.00049019296
True,,0.9476944
False,,0.0015662325
False,,0.38273367
False,,0.0070174946
True,,0.5771352
False,,0.0008039535
False,,0.07735871
False,,1.26441045e-11
False,,0.00017633308
False,,0.0010715638
True,,0.9819464
True,,0.9837768
False,,0.12347285
False,,0.004076506
False,,0.09558007
True,,0.9859138
False,,0.0051085423
False,,1.6878545e-05
False,,0.0015098309
True,,0.85134226
False,,0.013433917
False,,0.0004772619
False,,6.2654763e-06
False,,0.009608577
False,,0.03972293
False,,0.00039997438
False,,0.020945434
False,,0.00025509569
False,,0.017884951
False,,0.0018331235
False,,0.0015431312
True,,0.9768414
False,,0.006279771
True,,0.97919744
True,,0.50761837
True,,0.97549087
True,,0.9709191
False,,0.11740572
False,,0.021754691
False,,0.028657436
False,,0.42233953
False,,0.025937302
False,,0.00044008787
False,,0.121597126
True,,0.7836418
False,,0.018445851
False,,0.011875644
False,,0.003373036
False,,0.0022863832
True,,0.93598956
False,,7.915215e-05
False,,0.013642878
True,,0.6889988
True,,0.96470237
False,,0.043115422
False,,0.00021349596
True,,0.5563529
False,,0.013840465
False,,0.39450336
False,,0.07382329
False,,0.3056996
False,,0.00022953122
False,,0.01880287
False,,0.36538154
True,,0.98245573
True,,0.9392255
False,,1.353551e-05
False,,0.002587514
True,,0.984289
False,,0.022045286
False,,0.0004033583
False,,0.009786325
False,,0.00037900265
False,,0.0002637825
False,,0.0008186393
False,,5.862792e-06
False,,0.00020068015
False,,0.0059708077
False,,0.0012929832
False,,0.2355251
True,,0.9859642
False,,0.0016741619
False,,0.0016711759
False,,0.00025619005
False,,8.08239e-06
False,,0.00038290047
False,,8.8749744e-05
False,,0.00014789175
False,,7.6102195e-05
False,,0.0041349186
True,,0.90879434
True,,0.9842345
True,,0.865184
False,,0.00043947494
False,,0.00035222582
False,,0.00015211932
False,,0.002628633
False,,0.01593921
True,,0.9816679
True,,0.82966477
True,,0.5412505
True,,0.9851077
False,,0.0011997685
False,,0.041162193
False,,1.3786659e-05
True,,0.9817321
False,,0.00034919815
False,,0.0009450787
False,,0.0038774828
False,,0.01845266
True,,0.98550344
False,,0.0003769346
False,,0.1345126
False,,0.042262398
False,,0.00040966118
False,,0.00047042224
False,,5.2559615e-05
False,,0.00013138262
False,,0.003719515
False,,0.0018131783
False,,0.10983251
False,,0.00044001781
False,,0.053782556
True,,0.7606493
True,,0.98337424
True,,0.9612814
False,,0.08918468
False,,0.0016365078
True,,0.9706434
True,,0.7441075
False,,6.958266e-05
False,,0.00021663283
False,,0.46331522
False,,0.013755479
False,,0.016282408
True,,0.9860218
False,,0.00052496576
False,,0.043108717
False,,4.390557e-06
False,,0.00021914116
True,,0.62053055
False,,3.9426264e-05
False,,0.00046922735
False,,9.61479e-06
False,,0.00010295141
False,,0.0010740373
False,,0.006133402
False,,0.00097474013
True,,0.98483014
False,,0.048659075
False,,0.012042383
False,,3.1022728e-06
True,,0.98054427
False,,0.0004136255
False,,0.0001773456
False,,0.0012361913
False,,0.0002877166
False,,0.025405
True,,0.8551809
False,,0.00092382287
False,,9.6880656e-05
True,,0.9860196
False,,5.4624063e-05
False,,0.0022512001
False,,0.004560021
True,,0.9859029
False,,0.0003687877
False,,5.3036706e-06
False,,6.980279e-06
False,,0.0001462058
True,,0.9833846
False,,0.21267237
False,,0.0030375232
True,,0.8679441
True,,0.9712072
False,,0.0015319197
False,,9.4356204e-05
False,,0.24339582
True,,0.98272175
False,,0.020731296
False,,0.00020054932
False,,2.9001042e-06
True,,0.98264045
False,,0.0009104316
False,,7.946268e-05
False,,0.0007227203
False,,0.16582812
True,,0.563211
False,,0.032037668
False,,0.023640389
True,,0.6583084
True,,0.9642001
True,,0.9850354
False,,3.6445785e-05
False,,0.00060486764
False,,0.0055071944
True,,0.85219806
False,,1.4503049e-05
False,,0.0017691347
False,,0.0017935886
True,,0.98439807
False,,2.7385975e-05
False,,4.770505e-06
False,,2.1656655e-08
False,,0.0003698901
False,,0.000631319
False,,0.077232555
False,,0.46409577
False,,0.01524989
True,,0.5965056
False,,0.042162027
False,,0.10569032
True,,0.54622626
False,,7.286435e-05
False,,0.14039643
False,,0.002428159
False,,0.19801675
False,,0.002395753
False,,3.2298485e-05
False,,4.593631e-05
False,,1.9777763e-05
True,,0.980788
True,,0.97888076
False,,0.00028829157
False,,5.576041e-05
False,,7.0305e-05
False,,0.0002574047
False,,0.00015079284
False,,0.00011216274
True,,0.96977174
False,,6.784778e-05
False,,0.00087655155
False,,0.102271594
False,,0.012316358
False,,0.03279036
True,,0.98586965
